,greedy,classic
110,52714.13262333626,50002.029968086514
111,51338.33077059989,49161.71304223663
112,49324.583315833755,47785.465699197564
113,47507.714862493754,46450.37778446304
114,44984.93691225064,44328.12417374441
115,45697.3990676381,45084.31085074618
116,45236.596941608455,44814.7099007598
117,44331.4645721368,43973.545023033534
118,43051.26261434356,43058.92301065636
119,42093.27827757519,41970.83275077198
120,40779.47893268277,40649.314597344695
121,44652.15639294456,44219.37409338387
122,46616.962707845014,45988.67264692881
123,48665.41951806535,47959.079816415346
124,50158.57700924748,49194.88473446335
125,51744.94447395582,50752.839676911586
126,53022.075077407484,51887.99068434336
127,54335.01995409184,52590.99916601358
128,55400.88463997145,52988.7818656721
129,56526.367475114035,53701.53521515826
130,56957.78525736876,53713.87662655304
131,57268.84140497781,54028.74816167044
132,56987.7424358311,53782.63598866061
133,56677.7864956985,53801.95851504768
134,56973.63136224811,53730.813788739404
135,56801.4220757848,53733.07808199059
136,56439.14983222628,53493.087668371874
137,56158.12532776666,52724.07973486715
138,55612.639956647035,52307.56048728137
139,54103.31265835463,51027.24054073022
140,52611.096244824315,49911.07615651784
141,51063.917706829176,48917.635558475624
142,48517.85110851313,47058.672612485825
143,46898.77937138263,45895.535903854754
144,45379.6351466109,44690.08948268111
145,43845.22032031978,43389.97325117172
146,43380.7136653107,43116.38048075911
147,40523.78195422077,40480.84329667702
148,39791.158102977446,40074.627261106034
149,39585.421129494534,39635.80836861738
150,41104.88176942243,40946.631809246814
151,42661.63718571416,42389.087762304276
152,44244.39056559841,43818.75408261435
153,47328.87994574057,46695.98907610732
154,49121.904344606104,48238.042913794176
155,51742.26091123827,50753.44173054395
156,52341.39813866662,51179.55447015511
157,52717.68104354376,51149.237795272835
158,54142.45346316121,52060.57457096534
159,56505.62711778987,53815.77521360367
160,57176.97976932108,54182.02573075615
161,57886.15380185567,54790.27476711713
162,58169.995513247086,55159.891911952785
163,57994.183884686565,55325.52666140989
164,58034.77750967145,55226.372672204016
165,58454.730137684215,55487.03832210826
166,55204.18445491889,52326.90498574851
167,57834.249674642,54560.59411896392
168,56734.47877310038,54002.38742783393
169,53660.27179914835,51687.38771079743
170,51878.554112454054,50311.73169621465
171,47650.68765602781,46673.58958660611
172,45352.5930745834,44728.342400817455
173,44821.28051593717,44328.56472507837
174,44511.79307323092,44041.35943037991
175,44721.60771623574,44222.97455789653
176,43386.47482007445,43032.22828176855
177,41262.62542092627,41106.829544444336
178,39374.299509342956,39464.24855187281
179,39861.75176344378,39892.987139386074
180,40359.3693346139,40265.399506455964
181,44753.72314948668,44313.07414409876
182,46555.66332647458,45932.61338830616
183,48174.10240835452,47490.85463846303
184,50007.81947117148,49054.88695627552
185,51762.52457464505,50792.37789885778
186,52709.404914414685,51673.66128799793
187,53737.406865077566,52055.33399968169
188,54885.45451653562,52641.20464970541
189,56511.691048331835,53815.11472038937
190,57345.39246393045,54265.417043044894
191,57379.39989843217,54147.92225301985
192,57575.07139748531,54397.89594755414
193,57860.143463415836,55229.09100146066
194,55788.87613033428,53430.991776504445
195,56299.12558638501,53951.60347162497
196,57324.988965450175,54360.35716684407
197,57432.33243999407,54079.74368023812
198,54782.79990200449,51445.933561356396
199,51771.70035602363,48942.22498879828
200,54666.84584337994,52133.472390346935
201,53733.59660941032,51737.36721552361
202,50936.67216215844,49314.69738506118
203,49429.188826969366,48236.05520641938
204,48113.99094603336,47206.73243417111
205,47168.61954164939,46439.14407038043
206,44322.82287635044,43978.80511179379
207,43075.06312255676,42821.292157696225
208,39693.959964172056,39983.76873013379
